STATION,NAME,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",73,",,7",47,",,7",53,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",67,",,7",39,",,7",44,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",74,",,7",44,",,7",59,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",78,",,7",59,",,7",64,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/06/2022,0.24,",,7,0700",0,",,7,0700",0,",,7,0700",68,",,7",49,",,7",55,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/06/2022,0.83,",,7,0700",0,",,7,0700",0,",,7,0700",71,",,7",55,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/06/2022,0.09,",,7,0700",0,",,7,0700",0,",,7,0700",62,",,7",50,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",72,",,7",46,",,7",51,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",72,",,7",51,",,7",59,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",74,",,7",54,",,7",60,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",74,",,7",51,",,7",55,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",76,",,7",49,",,7",55,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/06/2022,0.95,",,7,0700",0,",,7,0700",0,",,7,0700",82,",,7",55,",,7",66,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",80,",,7",66,",,7",72,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/06/2022,0.05,",,7,0700",0,",,7,0700",0,",,7,0700",79,",,7",48,",,7",49,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/06/2022,0.03,",,7,0700",0,",,7,0700",0,",,7,0700",63,",,7",46,",,7",50,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",63,",,7",39,",,7",45,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/06/2022,0,"T,,7,0700",0,",,7,0700",0,",,7,0700",74,",,7",45,",,7",56,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",81,",,7",56,",,7",67,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/06/2022,0.16,",,7,0700",0,",,7,0700",0,",,7,0700",85,",,7",61,",,7",62,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",74,",,7",55,",,7",59,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",82,",,7",52,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",85,",,7",57,",,7",70,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/06/2022,0.89,",,7,0700",0,",,7,0700",0,",,7,0700",88,",,7",60,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",75,",,7",48,",,7",54,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",74,",,7",48,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/06/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",78,",,7",50,",,7",56,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",85,",,7",56,",,7",70,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/07/2022,0.1,",,7,0700",0,",,7,0700",0,",,7,0700",90,",,7",65,",,7",66,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",80,",,7",53,",,7",56,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",76,",,7",47,",,7",52,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",81,",,7",52,",,7",68,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/07/2022,0.07,",,7,0700",0,",,7,0700",0,",,7,0700",77,",,7",65,",,7",65,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",75,",,7",53,",,7",56,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",82,",,7",56,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",82,",,7",56,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",75,",,7",43,",,7",48,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",79,",,7",48,",,7",64,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/07/2022,0.01,",,7,0700",0,",,7,0700",0,",,7,0700",88,",,7",64,",,7",73,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",88,",,7",55,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/07/2022,0.01,",,7,0700",0,",,7,0700",0,",,7,0700",80,",,7",57,",,7",62,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",77,",,7",45,",,7",53,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",81,",,7",49,",,7",64,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",84,",,7",62,",,7",62,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/07/2022,0.14,",,7,0700",0,",,7,0700",0,",,7,0700",86,",,7",62,",,7",67,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/07/2022,0.12,",,7,0700",0,",,7,0700",0,",,7,0700",77,",,7",62,",,7",71,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",89,",,7",68,",,7",74,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",92,",,7",73,",,7",76,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",87,",,7",62,",,7",69,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/07/2022,0.05,",,7,0700",0,",,7,0700",0,",,7,0700",88,",,7",59,",,7",65,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",92,",,7",63,",,7",71,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/07/2022,1.11,",,7,0700",0,",,7,0700",0,",,7,0700",92,",,7",68,",,7",71,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",82,",,7",51,",,7",56,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",77,",,7",54,",,7",60,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",82,",,7",60,",,7",73,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/07/2022,0.03,",,7,0700",0,",,7,0700",0,",,7,0700",85,",,7",57,",,7",65,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",81,",,7",53,",,7",59,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/07/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",77,",,7",52,",,7",55,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",80,",,7",55,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",86,",,7",63,",,7",72,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",82,",,7",54,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",89,",,7",61,",,7",74,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/08/2022,1.27,",,7,0700",0,",,7,0700",0,",,7,0700",89,",,7",67,",,7",69,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/08/2022,0.85,",,7,0700",0,",,7,0700",0,",,7,0700",86,",,7",66,",,7",70,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/08/2022,0.02,",,7,0700",0,",,7,0700",0,",,7,0700",90,",,7",70,",,7",74,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",89,",,7",71,",,7",74,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/08/2022,0.01,",,7,0700",0,",,7,0700",0,",,7,0700",88,",,7",71,",,7",71,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/08/2022,0.07,",,7,0700",0,",,7,0700",0,",,7,0700",73,",,7",57,",,7",60,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",76,",,7",53,",,7",58,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",78,",,7",48,",,7",54,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",73,",,7",44,",,7",46,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",76,",,7",46,",,7",50,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",80,",,7",50,",,7",54,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",80,",,7",54,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/08/2022,0.05,",,7,0700",0,",,7,0700",0,",,7,0700",75,",,7",52,",,7",56,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/08/2022,0.39,",,7,0700",0,",,7,0700",0,",,7,0700",78,",,7",51,",,7",54,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/08/2022,0.01,",,7,0700",0,",,7,0700",0,",,7,0700",78,",,7",52,",,7",56,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",84,",,7",52,",,7",59,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/08/2022,0.11,",,7,0700",0,",,7,0700",0,",,7,0700",86,",,7",59,",,7",68,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/08/2022,0.71,",,7,0700",0,",,7,0700",0,",,7,0700",82,",,7",65,",,7",66,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/08/2022,0.25,",,7,0700",0,",,7,0700",0,",,7,0700",76,",,7",60,",,7",64,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/08/2022,0.38,",,7,0700",0,",,7,0700",0,",,7,0700",74,",,7",56,",,7",58,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",80,",,7",55,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",83,",,7",57,",,7",66,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",82,",,7",61,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",76,",,7",50,",,7",55,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/08/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",85,",,7",55,",,7",71,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/08/2022,0.1,",,7,0700",0,",,7,0700",0,",,7,0700",89,",,7",69,",,7",71,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/08/2022,0.5,",,7,0700",0,",,7,0700",0,",,7,0700",81,",,7",58,",,7",60,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/09/2022,0.01,",,7,0700",0,",,7,0700",0,",,7,0700",76,",,7",58,",,7",59,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/09/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",69,",,7",45,",,7",49,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/09/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",78,",,7",49,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/09/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",80,",,7",61,",,7",64,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/09/2022,0.59,",,7,0700",0,",,7,0700",0,",,7,0700",78,",,7",62,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/09/2022,0.94,",,7,0700",0,",,7,0700",0,",,7,0700",68,",,7",63,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/09/2022,0.38,",,7,0700",0,",,7,0700",0,",,7,0700",68,",,7",62,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/09/2022,0.49,",,7,0700",0,",,7,0700",0,",,7,0700",69,",,7",61,",,7",62,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/09/2022,0.08,",,7,0700",0,",,7,0700",0,",,7,0700",75,",,7",54,",,7",55,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/09/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",80,",,7",53,",,7",54,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/09/2022,0,"T,,7,0700",0,",,7,0700",0,",,7,0700",79,",,7",54,",,7",62,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/09/2022,0.17,",,7,0700",0,",,7,0700",0,",,7,0700",67,",,7",62,",,7",64,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/09/2022,0.6,",,7,0700",0,",,7,0700",0,",,7,0700",75,",,7",59,",,7",59,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/09/2022,0.55,",,7,0700",0,",,7,0700",0,",,7,0700",71,",,7",48,",,7",50,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/09/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",75,",,7",45,",,7",47,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/09/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",63,",,7",40,",,7",41,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/09/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",68,",,7",41,",,7",54,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/09/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",79,",,7",54,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/09/2022,0.01,",,7,0700",0,",,7,0700",0,",,7,0700",80,",,7",61,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/09/2022,0.66,",,7,0700",0,",,7,0700",0,",,7,0700",70,",,7",57,",,7",59,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/09/2022,0.02,",,7,0700",0,",,7,0700",0,",,7,0700",68,",,7",51,",,7",52,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/09/2022,0.38,",,7,0700",0,",,7,0700",0,",,7,0700",78,",,7",52,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/09/2022,0.21,",,7,0700",0,",,7,0700",0,",,7,0700",64,",,7",44,",,7",44,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/09/2022,0,"T,,7,0700",0,",,7,0700",0,",,7,0700",49,",,7",34,",,7",36,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/09/2022,0.01,",,7,0700",0,",,7,0700",0,",,7,0700",64,",,7",36,",,7",51,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/09/2022,0.19,",,7,0700",0,",,7,0700",0,",,7,0700",65,",,7",51,",,7",53,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/09/2022,0.17,",,7,0700",0,",,7,0700",0,",,7,0700",64,",,7",47,",,7",51,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/09/2022,0.22,",,7,0700",0,",,7,0700",0,",,7,0700",59,",,7",50,",,7",51,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/09/2022,0.33,",,7,0700",0,",,7,0700",0,",,7,0700",57,",,7",48,",,7",48,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/09/2022,0,"T,,7,0700",0,",,7,0700",0,",,7,0700",57,",,7",33,",,7",34,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",57,",,7",34,",,7",46,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",67,",,7",41,",,7",42,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",59,",,7",37,",,7",38,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/10/2022,0.04,",,7,0700",0,",,7,0700",0,",,7,0700",54,",,7",38,",,7",43,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/10/2022,0.06,",,7,0700",0,",,7,0700",0,",,7,0700",55,",,7",38,",,7",39,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",66,",,7",39,",,7",41,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",73,",,7",41,",,7",52,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/10/2022,0,"T,,7,0700",0,",,7,0700",0,",,7,0700",58,",,7",41,",,7",41,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",51,",,7",38,",,7",39,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/10/2022,0.01,",,7,0700",0,",,7,0700",0,",,7,0700",59,",,7",39,",,7",45,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",59,",,7",33,",,7",35,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",71,",,7",35,",,7",50,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/10/2022,0.05,",,7,0700",0,",,7,0700",0,",,7,0700",65,",,7",50,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/10/2022,0.52,",,7,0700",0,",,7,0700",0,",,7,0700",61,",,7",38,",,7",39,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",61,",,7",39,",,7",46,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",67,",,7",32,",,7",33,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",62,",,7",33,",,7",49,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",56,",,7",32,",,7",36,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",50,",,7",30,",,7",35,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/10/2022,0.01,",,7,0700",0,",,7,0700",0,",,7,0700",45,",,7",35,",,7",38,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",46,",,7",31,",,7",32,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",60,",,7",32,",,7",44,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",69,",,7",35,",,7",35,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/10/2022,0.01,",,7,0700",0,",,7,0700",0,",,7,0700",67,",,7",34,",,7",50,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/10/2022,0.04,",,7,0700",0,",,7,0700",0,",,7,0700",68,",,7",50,",,7",58,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/10/2022,0,"T,,7,0700",0,",,7,0700",0,",,7,0700",69,",,7",50,",,7",62,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/10/2022,0.02,",,7,0700",0,",,7,0700",0,",,7,0700",70,",,7",45,",,7",45,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",48,",,7",25,",,7",27,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",58,",,7",26,",,7",28,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",62,",,7",27,",,7",29,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/10/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",63,",,7",28,",,7",45,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/11/2022,0,"T,,7,0700",0,",,7,0700",0,",,7,0700",60,",,7",45,",,7",52,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/11/2022,0.01,",,7,0700",0,",,7,0700",0,",,7,0700",64,",,7",39,",,7",47,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/11/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",62,",,7",33,",,7",39,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/11/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",68,",,7",39,",,7",50,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/11/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",71,",,7",50,",,7",60,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/11/2022,0,"T,,7,0700",0,",,7,0700",0,",,7,0700",70,",,7",60,",,7",67,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/11/2022,0.05,",,7,0700",0,",,7,0700",0,",,7,0700",75,",,7",48,",,7",56,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/11/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",63,",,7",39,",,7",40,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/11/2022,0,",,7,0700",0,",,7,0700",0,",,7,0700",48,",,7",22,",,7",24,",,7,0700"
